juan_label,type,kanripo_pos,kanripo_text,zhuzi_text,context_before,context_after,is_variant
卷六十二,delete,3246-3247,開,,蘇五經論先生曰説得聖人都是用術了明作游丈,問中庸編集得如何曰便是難説縁前軰諸公説得,False
卷六十二,delete,4125-4126,𨼆,,箇生於血氣一箇生於義理飢寒痛痒此人心也惻,羞惡是非辭遜此道心也雖上智亦同一則危殆而,False
卷六十二,delete,5096-5097,龜,,一理㑹過方得所謂中散為萬事便是中庸近世如,山之論便是如此以為反身而誠則天下萬物之理,False
卷六十二,delete,5202-5203,鬼,,勇許多為學底道理與為天下國家有九經與祭祀,神許多事聖人經書所以好看中間無些子罅隙句,False
卷六十二,delete,5260-5261,開,,一理天命之謂性末復合為一理無聲無臭始合而,其開也有漸末後開而復合其合也亦有漸賜䕫孫,False
卷六十二,delete,6047-6048,𣲖,,便自有許多道理性是箇渾淪底物道是箇性中分,條理循性之所有其許多分𣲖條理即道也性字通,False
卷六十二,delete,6059-6060,𣲖,,底物道是箇性中分𣲖條理循性之所有其許多分,條理即道也性字通人物而言但人物氣禀有異不,False
卷六十二,delete,6238-6239,𣲖,,有異不可道物無此理性是箇渾淪物道是性中分,條理隨分𣲖條理去皆是道穿牛鼻絡馬首皆是隨,False
卷六十二,delete,6243-6244,𣲖,,物無此理性是箇渾淪物道是性中分𣲖條理隨分,條理去皆是道穿牛鼻絡馬首皆是隨它所通處仁,False
卷六十二,delete,7550-7551,龜,,甚時胎甚時卵亦是道在立言甚難須是説得實如,山説堯舜之道只夏葛冬裘飢食渴飲處便是如此,False
卷六十二,delete,8334-8335,龜,,了仁便不仁離了義便不義公私善利皆然向来從,山説只謂道自不可離而先生舊亦不曾為學者説,False
卷六十二,delete,9612-9613,龜,,蒸民有物有則所謂道者是如此何嘗説物便是則,山便只指那物做則只是就這物上分精粗為物則,False
卷六十二,delete,9676-9677,龜,,知目視耳聽依舊是物其視之明聽之聰方是則也,山又云伊尹之耕於莘野此農夫田父之所日用者,False
卷六十二,delete,9711-9712,龜,,父之所日用者而樂在是如此則世間伊尹甚多矣,山説話大槩有此病僴問道不可離只言我不可離,False
卷六十二,delete,9823-9824,龜,,之間純説不能離也不得不成錯行了也是道因問,山言飢食渴飲手持足行便是道竊謂手持足履未,False
卷六十二,delete,17596-17597,龜,,和舊說已發其義先生因言當時所見次第云云銖,山説喜怒哀樂未發似求中於喜怒哀樂未發之前,False
卷六十二,delete,17825-17826,弦,,省察不成便都不照管他胡季隨謂譬如射者矢傅,上放欲求中則其不中也必矣某謂内志正外體直,False
卷六十二,delete,20530-20531,𩔖,,中和則天地不得而位只是日食星隕地震山崩之,否曰天變見乎上地變動乎下便是天地不位徳明,False
卷六十二,delete,20618-20619,致,,如此則前所謂力者是力分之力也曰然又問但能,中和於一身則天下雖亂而吾身之天地萬物不害,False
卷六十二,delete,20742-20743,𩔖,,地也應變曲折之萬端即吾身之萬物也銖朱子語,卷六十二,False
卷六十三,delete,8819-8820,眩,,或問中謂循其説而體騐之若有以使人神識飛揚,瞀迷惑無所底止所謂其説者莫是指楊先生非體,False
卷六十三,delete,8877-8878,鬼,,軰讀書如何也恁鹵莾據體物而不遺一句乃是論,神之徳為萬物之體幹耳此乃以為體察之體其可,False
卷六十三,delete,10842-10843,鬼,,自為一物其徳自為徳力行有是實理而後有是物,神之徳所以為物之體而不可遺也升卿問體物而,False
卷六十三,delete,10886-10887,鬼,,是有此物便有鬼神凡天下萬物萬事皆不能外夫,神否曰不是有此物時便有此鬼神説倒了乃是有,False
卷六十三,delete,10953-10954,鬼,,可遺用拽轉㸔將鬼神做主將物做賔方㸔得出是,神去體那物鬼神却是主也僴誠者實有之理體物,False
卷六十三,delete,11007-11008,鬼,,䝉鬼神主乎氣而言只是形而下者但對物而言則,神主乎氣為物之體物主乎形待氣而生盖鬼神是,False
卷六十三,delete,11079-11080,鬼,,伸合散無非實者故其發見昭昭不可掩如此銖問,神上言二氣下言祭祀是如何曰此體物不可遺也,False
卷六十三,delete,11202-11203,鬼,,言鬼神離乎人而言不曰屈伸往来隂陽合㪚而曰,神則鬼神盖與天地通所以為萬物之體而物之終,False
卷六十三,delete,11231-11232,鬼,,通所以為萬物之體而物之終始不能遺也銖或問,神體物而不可遺只是就隂陽上説末後又却以祭,False
卷六十三,delete,11322-11323,鬼,,㸔故即其親切著見者言之欲人㑹之為一也廣問,神之徳其盛矣乎此止説嘘吸聰明之鬼神末後却,False
卷六十三,delete,11394-11395,鬼,,之理著若是他人亦是未曉得它須道風雷山澤之,神是一般鬼神廟中泥塑底又是一般鬼神只道有,False
卷六十三,replace,11416-11418,様鬼,樣,是一般鬼神廟中泥塑底又是一般鬼神只道有兩,神所以如此説起又歸向親切明著處去庶㡬人知,False
卷六十三,delete,11861-11862,鬼,,渡江以前説甚呂洞賓鍾離權如今亦不見了因言,火皆是未散之物如馬血人戰鬬而死被兵之地皆,False
卷六十三,delete,12223-12224,鬼,,以感之始得上下章自恁地説忽然中間挿入一段,神在這裏也是鳶飛魚躍底意思所以末梢只説微,False
卷六十三,delete,12354-12355,鬼,,曰死則謂之魂魄生則謂之精氣天地公共底謂之,神是恁地模様又問體物而不可遺曰只是這一箇,False
卷六十三,delete,12694-12695,鬼,,道有又無物之生成非鬼神而何然又去那裏見得,神至於洋洋乎如在其上是又有也其氣發揚于上,False
卷六十三,delete,12797-12798,鬼,,耳来者為神往者為鬼譬如一身生者為神死者為,皆一氣耳雉鬼神者造化之迹造化之妙不可得而,False
卷六十三,delete,12833-12834,鬼,,妙不可得而見於其氣之往来屈伸者是以見之㣲,神則造化無迹矣横渠物之始生一章尤説得分曉,False
卷六十三,delete,12951-12952,鬼,,之説分明便見有箇隂陽在曰如所謂功用則謂之,神也與張子意同曰只為他渾淪在那裏閭邱曰明,False
卷六十三,replace,13001-13003,説鬼,說,曰只這數句便要理㑹明便如何説禮樂幽便如何,神須知樂便属神禮便属鬼它此語落着主在鬼神,False
卷六十三,delete,13041-13042,鬼,,鬼神直卿曰向讀中庸所謂誠之不可揜處竊疑謂,神為隂陽屈伸則是形而下者若中庸之言則是形,False
卷六十三,replace,13165-13167,䝉鬼,蒙,良能此莫是言理之自然不待安排曰只是如此端,神者造化之迹神者伸也以其伸也鬼者歸也以其,False
卷六十三,delete,13279-13280,鬼,,陽之靈也以一氣言則至而伸者為神反而歸者為,一氣即隂陽運行之氣至則皆至去則皆去之謂也,False
卷六十三,replace,13377-13379,鬼隂,陰,為變則氣散而死其魄降矣謨陽魂為神隂魄為鬼,之靈神陽之靈此以二氣言也然二氣之分實一氣,False
卷六十三,delete,13420-13421,鬼,,運故凢氣之来而方伸者為神氣之往而既屈者為,陽主伸隂主屈此以一氣言也故以二氣言則隂為,False
卷六十三,delete,13441-13442,鬼,,陽主伸隂主屈此以一氣言也故以二氣言則隂為,陽為神以一氣言則方伸之氣亦有伸有屈其方伸,False
卷六十三,replace,13488-13491,鬼其来,其來,屈者神之鬼既屈之氣亦有屈有伸其既屈者鬼之,格者鬼之神天地人物皆然不離此氣之往来屈伸,False
卷六十三,delete,13571-13572,鬼,,而成變此總言鬼疑亦錯綜而言曰然此所謂人者,神之㑹也銖問性情功效固是有性情便有功效有,False
卷六十三,delete,13773-13774,鬼,,死也魂升魄降是兩處有知覺也曰孔子分明言合,與神教之至也當祭之時求諸陽又求諸隂正為此,False
卷六十三,delete,13842-13843,鬼,,也問章句説功效如何曰鬼神㑹做得這般事因言,神有無聖人未嘗決言之如言之死而致死之不仁,False
卷六十三,delete,14068-14069,鬼,,萬物都無所該載了鬼神之為徳者誠也徳只是就,神言其情状皆是實理而已侯氏以徳别為一物便,False
卷六十三,delete,14196-14197,鬼,,神氣之反皆属隂是鬼日自午以前是神午以後是,月自初三以後是神十六以後是鬼章伯羽問日月,False
卷六十三,delete,14262-14263,鬼,,是鬼人自少至壮是神衰老是鬼鼻息呼是神吸是,淳舉程子所謂天尊地卑乾坤定矣鼔之以雷霆潤,False
卷六十三,delete,14316-14317,鬼,,古人所以祭風伯雨師問風雷鼔動是神收歛處是,否曰是魄属鬼氣属神如析木煙出是神滋潤底性,False
卷六十三,delete,14455-14456,鬼,,魄不足好戯不定疊亦是魄不足淳侯師聖解中庸,神之為徳謂鬼神為形而下者鬼神之徳為形而上,False
卷六十三,delete,14525-14526,鬼,,問侯氏中庸曰摠攝天地斡旋造化闔闢乾坤動役,神日月由之而晦明萬物由之而死生者誠也此語,False
卷六十三,delete,14601-14602,鬼,,何㣲之顯誠之不可揜問鬼神造化之迹何謂迹曰,神是天地間造化只是二氣屈伸往来神是陽鬼是,False
卷六十三,delete,15037-15038,鬼,,亡之説先生既非之矣然聖人制祭祀之禮所以事,神者恐不止謂但有此理須有實事曰若是見理明,False
卷六十三,delete,15222-15223,鬼,,之道則即人之所行言之故但及其費而隠自存論,神之道則本人之所不見不聞而言故先及其隠而,False
卷六十三,delete,15945-15946,冊,,且是呼喚作王至周公制禮樂方行其事如今奉上,寳之類然無可證姑闕之可也又問上祀先公以天,False
卷六十三,delete,18210-18211,鬼,,不着盖灌鬯之酒却瀉入地下去了所以只可感人,而不可以交天神也僴或問中説廟制處所謂髙祖,False
卷六十四,delete,7785-7786,龜,,無一毫私偽故常虚明自能見得如禎祥妖孽與蓍,所告四體所動皆是此理已形見但人不能見耳聖,False
卷六十四,delete,7821-7822,龜,,不能見耳聖人至誠無私偽所以自能見得且如蓍,所告之吉㓙甚明但非至誠人却不能見也銖問誠,False
卷六十四,delete,7939-7940,幹,,曰誠者自成如這箇草樹所以有許多根株枝葉條,者便是它實有所以有許多根株枝葉條幹這箇便,False
卷六十四,delete,7956-7957,幹,,枝葉條幹者便是它實有所以有許多根株枝葉條,這箇便是自成是你自實有底如人便有耳目鼻口,False
卷六十四,delete,8369-8370,鬼,,如舊説則誠與道成兩物也義剛問誠者自成便是,神體物而不可遺而道自道便是道不可離如何曰,False
卷六十四,delete,13093-13094,龜,,質厚之人又能崇禮如云質直而好義問髙明中庸,山每譏王氏心迹之判曰王氏處已處人之說固不,False
卷六十四,delete,16042-16043,鬼,,是道耳謂吾建於此而與道不相悖也時舉問質諸,神而無疑只是龜從筮從與鬼神合其吉㐫否曰亦,False
卷六十四,delete,16884-16885,龜,,通對知而言知是體睿是深通處端蒙問文理宻察,山解云理於義也曰便是怕如此説這一句了未得,False
卷六十五,replace,221-222,隂,方子錄云陰陽論推行底只是一箇對峙底則是两箇如日月水火之類是两箇陰,言陽是魂隂是魄以一氣言則伸為魂屈為魄義剛,陽有相對而言者如東陽西隂南陽北隂是也有錯,False
卷六十五,delete,357-358,弦,,男女東西南北是也有錯綜言者如晝夜春夏秋冬,望晦朔一箇間一箇輥去是也季通云陽氣只是六,False
卷六十五,delete,1986-1987,龜,,之開他這中間極闊盡容得那天之氣故曰廣生燾,山過黄亭詹季魯家季魯問易龜山取一張紙畫箇,False
卷六十五,delete,1999-2000,龜,,之氣故曰廣生燾龜山過黄亭詹季魯家季魯問易,山取一張紙畫箇圏子用墨塗其半云這便是易此,False
卷六十五,delete,3241-3242,龜,,如水數六雪花便六出不是安排做底又曰古者用,為卜龜背上紋中間有五箇两邉有八箇後有二十,False
卷六十五,delete,3244-3245,龜,,六雪花便六出不是安排做底又曰古者用龜為卜,背上紋中間有五箇两邉有八箇後有二十四箇亦,False
卷六十五,delete,3330-3331,龜,,片也六出這又不是去做將出来他是自恁地如那,聖人所以獨取他來用時也是這箇物事分外靈嘗,False
卷六十五,delete,3355-3356,龜,,獨取他來用時也是這箇物事分外靈嘗有朋友將,殻來看背上中心有五條文出去成八外面又成二,False
卷六十五,delete,6811-6812,弦,,為六卦之主而六卦為坎離之用自月初三為震上,為兊望日為乾望後為巽下弦為艮晦為坤亦不外,False
卷六十五,delete,6823-6824,弦,,用自月初三為震上弦為兊望日為乾望後為巽下,為艮晦為坤亦不外此又曰乾之一爻属戊坤之一,False
卷六十五,delete,7551-7552,弦,,言之自坤而震月之始生初三日也至兊則月之上,初八日也至乾則月之望十五日也至巽則月之始,False
卷六十五,delete,7583-7584,弦,,五日也至巽則月之始虧十八日也至艮則月之下,二十三日也至坤則月之晦三十日也廣先天圖與,False
卷六十五,delete,7641-7642,弦,,坤復之間為晦震為初三一陽生初八日為兊月上,十五日為乾十八日為巽一隂生二十三日為艮月,False
卷六十五,delete,7663-7664,弦,,五日為乾十八日為巽一隂生二十三日為艮月下,坎離為日月故不用參同契以坎離為藥餘者以為,False
